id,date,text,user,likes,retweets,sentiment,product
1000000000000000000,2025-06-07 17:31:22,The iPhone 15 is totally worth the price.,user_6137,342,43,0.343,iPhone 15
1000000000000000001,2025-06-26 17:31:22,Not happy with the iPhone 15 battery life.,user_6722,487,31,0.166,iPhone 15
1000000000000000002,2025-06-20 17:31:22,The iPhone 15 is totally worth the price.,user_4220,351,73,0.899,iPhone 15
1000000000000000003,2025-06-28 17:31:22,Worst experience with iPhone 15 so far.,user_9796,50,92,-0.415,iPhone 15
1000000000000000004,2025-06-15 17:31:22,Unboxing my iPhone 15 today!,user_9856,495,34,-0.99,iPhone 15
1000000000000000005,2025-06-04 17:31:22,Not happy with the iPhone 15 battery life.,user_8494,403,16,0.879,iPhone 15
1000000000000000006,2025-06-03 17:31:22,Not happy with the iPhone 15 battery life.,user_2379,170,16,0.201,iPhone 15
1000000000000000007,2025-06-23 17:31:22,Not happy with the iPhone 15 battery life.,user_3903,183,64,-0.586,iPhone 15
1000000000000000008,2025-06-04 17:31:22,Is anyone else having issues with the iPhone 15?,user_8554,127,27,0.865,iPhone 15
1000000000000000009,2025-06-12 17:31:22,I just bought the iPhone 15 and it's amazing!,user_8288,422,56,-0.511,iPhone 15
1000000000000000010,2025-06-05 17:31:22,Worst experience with iPhone 15 so far.,user_1561,379,20,-0.865,iPhone 15
1000000000000000011,2025-06-28 17:31:22,Not happy with the iPhone 15 battery life.,user_6725,107,96,-0.795,iPhone 15
1000000000000000012,2025-06-30 17:31:22,The iPhone 15 is totally worth the price.,user_2213,401,97,0.046,iPhone 15
1000000000000000013,2025-06-03 17:31:22,Best phone ever: iPhone 15,user_1128,475,4,0.81,iPhone 15
1000000000000000014,2025-06-26 17:31:22,I just bought the iPhone 15 and it's amazing!,user_4348,9,89,-0.774,iPhone 15
1000000000000000015,2025-06-22 17:31:22,Absolutely loving my new iPhone 15!,user_7546,40,45,0.004,iPhone 15
1000000000000000016,2025-06-14 17:31:22,Is anyone else having issues with the iPhone 15?,user_3668,352,22,-0.8,iPhone 15
1000000000000000017,2025-06-15 17:31:22,Unboxing my iPhone 15 today!,user_1704,427,94,-0.969,iPhone 15
1000000000000000018,2025-05-31 17:31:22,Is anyone else having issues with the iPhone 15?,user_1908,419,22,0.963,iPhone 15
1000000000000000019,2025-06-06 17:31:22,I just bought the iPhone 15 and it's amazing!,user_6158,207,92,-0.176,iPhone 15
1000000000000000020,2025-06-01 17:31:22,Not happy with the iPhone 15 battery life.,user_9890,345,57,-0.473,iPhone 15
1000000000000000021,2025-06-20 17:31:22,The iPhone 15 camera quality is insane.,user_9948,84,67,0.274,iPhone 15
1000000000000000022,2025-06-19 17:31:22,I just bought the iPhone 15 and it's amazing!,user_1186,128,23,0.4,iPhone 15
1000000000000000023,2025-06-17 17:31:22,Is anyone else having issues with the iPhone 15?,user_9574,420,54,-0.6,iPhone 15
1000000000000000024,2025-06-25 17:31:22,Best phone ever: iPhone 15,user_5945,125,6,-0.191,iPhone 15
1000000000000000025,2025-06-05 17:31:22,Not happy with the iPhone 15 battery life.,user_4227,92,96,-0.838,iPhone 15
1000000000000000026,2025-06-28 17:31:22,Thinking of switching to the iPhone 15.,user_4596,3,26,0.708,iPhone 15
1000000000000000027,2025-06-16 17:31:22,Thinking of switching to the iPhone 15.,user_2071,382,78,-0.214,iPhone 15
1000000000000000028,2025-06-08 17:31:22,Best phone ever: iPhone 15,user_8818,150,14,0.679,iPhone 15
1000000000000000029,2025-06-10 17:31:22,The iPhone 15 camera quality is insane.,user_3606,221,1,-0.186,iPhone 15
1000000000000000030,2025-05-31 17:31:22,The iPhone 15 is totally worth the price.,user_5258,95,6,0.971,iPhone 15
1000000000000000031,2025-06-16 17:31:22,Absolutely loving my new iPhone 15!,user_3765,349,48,0.646,iPhone 15
1000000000000000032,2025-06-08 17:31:22,I just bought the iPhone 15 and it's amazing!,user_3038,150,43,0.349,iPhone 15
1000000000000000033,2025-06-12 17:31:22,Worst experience with iPhone 15 so far.,user_1533,108,6,-0.632,iPhone 15
1000000000000000034,2025-06-04 17:31:22,Unboxing my iPhone 15 today!,user_8935,59,97,0.728,iPhone 15
1000000000000000035,2025-06-25 17:31:22,I just bought the iPhone 15 and it's amazing!,user_8677,176,91,0.284,iPhone 15
1000000000000000036,2025-06-03 17:31:22,Best phone ever: iPhone 15,user_4200,110,28,0.149,iPhone 15
1000000000000000037,2025-06-25 17:31:22,Best phone ever: iPhone 15,user_1513,253,44,-0.489,iPhone 15
